subject_id	object_id	subject_id_prefix	object_id_prefix	subject_name	object_name	predicate	Primary_Knowledge_Source	Knowledge_Source	publications	subject_category	object_category	score
Q96F24	Q99570	UNIPROT	UNIPROT	NRBF2	PIK3R4	down-regulates activity	SIGNOR	SIGNOR	28059666	protein	protein	0.65
P51970	SIGNOR-C277	UNIPROT	SIGNOR	NDUFA8	Mitochondrial respiratory chain complex I	form complex	SIGNOR	SIGNOR	30030361	protein	complex	0.825
P21359	O95622	UNIPROT	UNIPROT	NF1	ADCY5	up-regulates	SIGNOR	SIGNOR	24431436	protein	protein	0.27
P12429	P25963	UNIPROT	UNIPROT	ANXA3	NFKBIA	up-regulates activity	SIGNOR	SIGNOR	27995049	protein	protein	0.2
P0DPH8	SIGNOR-PH67	UNIPROT	SIGNOR	TUBA3D	Neuron_migration	up-regulates	SIGNOR	SIGNOR	19185337	protein	phenotype	0.7
P19525	P19525	UNIPROT	UNIPROT	EIF2AK2	EIF2AK2	up-regulates	SIGNOR	SIGNOR	11152499	protein	protein	0.2
Q6P1J9	SIGNOR-C471	UNIPROT	SIGNOR	CDC73	PAF1C	form complex	SIGNOR	SIGNOR	20178742	protein	complex	0.933
Q9Y5X5	P08754	UNIPROT	UNIPROT	NPFFR2	GNAI3	up-regulates activity	SIGNOR	SIGNOR	31160049	protein	protein	0.25
O00141	Q96PU5	UNIPROT	UNIPROT	SGK1	NEDD4L	up-regulates	SIGNOR	SIGNOR	11742982	protein	protein	0.786
P45983	O43521	UNIPROT	UNIPROT	MAPK8	BCL2L11	down-regulates	SIGNOR	SIGNOR	18174237	protein	protein	0.758
Q14469	Q86Y01	UNIPROT	UNIPROT	HES1	DTX1	down-regulates quantity by repression	SIGNOR	SIGNOR	20208568	protein	protein	0.312
P52735	P61586	UNIPROT	UNIPROT	VAV2	RHOA	up-regulates activity	SIGNOR	SIGNOR	32203420	protein	protein	0.749
P48454	Q13469	UNIPROT	UNIPROT	PPP3CC	NFATC2	up-regulates activity	SIGNOR	SIGNOR	11030334	protein	protein	0.407
Q9Y6B2	P15172	UNIPROT	UNIPROT	EID1	MYOD1	down-regulates	SIGNOR	SIGNOR	11073990	protein	protein	0.342
P63096	P63000	UNIPROT	UNIPROT	GNAI1	RAC1	up-regulates activity	SIGNOR	SIGNOR	11099498	protein	protein	0.469
P27361	Q07820	UNIPROT	UNIPROT	MAPK3	MCL1	up-regulates	SIGNOR	SIGNOR	18676833	protein	protein	0.436
SIGNOR-PF24	Q96HP0	SIGNOR	UNIPROT	AKT	DOCK6	up-regulates activity	SIGNOR	SIGNOR	23462102	proteinfamily	protein	0.2
Q86UY5	P48730	UNIPROT	UNIPROT	FAM83A	CSNK1D	up-regulates quantity	SIGNOR	SIGNOR	29789297	protein	protein	0.2
Q92835	Q9Y4K3	UNIPROT	UNIPROT	INPP5D	TRAF6	down-regulates activity	SIGNOR	SIGNOR	24817116	protein	protein	0.33
Q9UEW8	P13569	UNIPROT	UNIPROT	STK39	CFTR	down-regulates activity	SIGNOR	SIGNOR	21317537	protein	protein	0.344
P35348	P29992	UNIPROT	UNIPROT	ADRA1A	GNA11	up-regulates activity	SIGNOR	SIGNOR	1334487	protein	protein	0.571
P38405	O95622	UNIPROT	UNIPROT	GNAL	ADCY5	up-regulates activity	SIGNOR	SIGNOR	21303898	protein	protein	0.613
Q9UBF8	SIGNOR-PH121	UNIPROT	SIGNOR	PI4KB	Receptor_mediated_ endocytosis	up-regulates	SIGNOR	SIGNOR	22253445	protein	phenotype	0.7
Q05397	Q05397	UNIPROT	UNIPROT	PTK2	PTK2	up-regulates	SIGNOR	SIGNOR	7529876	protein	protein	0.2
P62714	Q13522	UNIPROT	UNIPROT	PPP2CB	PPP1R1A	unknown	SIGNOR	SIGNOR	11278334	protein	protein	0.322
SIGNOR-PF24	P67809	SIGNOR	UNIPROT	AKT	YBX1	up-regulates	SIGNOR	SIGNOR	19036157	proteinfamily	protein	0.2
Q9HAZ1	O75030	UNIPROT	UNIPROT	CLK4	MITF	down-regulates quantity by destabilization	SIGNOR	SIGNOR	35092699	protein	protein	0.2
Q13315	Q13362-1	UNIPROT	UNIPROT	ATM	PPP2R5C	up-regulates activity	SIGNOR	SIGNOR	21460856	protein	protein	0.379
P49841	P41236	UNIPROT	UNIPROT	GSK3B	PPP1R2	up-regulates activity	SIGNOR	SIGNOR	11320080	protein	protein	0.414
CHEBI:132268	P04626	ChEBI	UNIPROT	dacomitinib	ERBB2	down-regulates	SIGNOR	SIGNOR	23405260	chemical	protein	0.8
P39905	P19883	UNIPROT	UNIPROT	GDNF	FST	up-regulates quantity by expression	SIGNOR	SIGNOR	15212950	protein	protein	0.266
P12931	P35222	UNIPROT	UNIPROT	SRC	CTNNB1	down-regulates activity	SIGNOR	SIGNOR	11279024	protein	protein	0.76
P04083	P21462	UNIPROT	UNIPROT	ANXA1	FPR1	up-regulates activity	SIGNOR	SIGNOR	15187149	protein	protein	0.742
P27361	Q07866	UNIPROT	UNIPROT	MAPK3	KLC1	down-regulates	SIGNOR	SIGNOR	21385839	protein	protein	0.264
CHEBI:79090	Q16549	ChEBI	UNIPROT	SB-202190	PCSK7	down-regulates	SIGNOR	SIGNOR	9738669	chemical	protein	0.8
Q9UPC5	P09471	UNIPROT	UNIPROT	GPR34	GNAO1	up-regulates activity	SIGNOR	SIGNOR	31160049	protein	protein	0.2
SIGNOR-PH73	P01579	SIGNOR	UNIPROT	T_cell_activation	IFNG	up-regulates quantity	SIGNOR	SIGNOR	10653850	phenotype	protein	0.7
P12830	SIGNOR-C150	UNIPROT	SIGNOR	CDH1	APC-c	up-regulates activity	SIGNOR	SIGNOR	18662541	protein	complex	0.388
Q96P31	P43403	UNIPROT	UNIPROT	FCRL3	ZAP70	up-regulates activity	SIGNOR	SIGNOR	12051764	protein	protein	0.365
SIGNOR-C497	Q7Z6Z7	SIGNOR	UNIPROT	Ub:E2	HUWE1	up-regulates activity	SIGNOR	SIGNOR	34199813	complex	protein	0.2
CID:24995523	O14965	PUBCHEM	UNIPROT	SNS-314 Mesylate	AURKA	down-regulates	SIGNOR	SIGNOR	Other	chemical	protein	0.8
Q92830	P84243	UNIPROT	UNIPROT	KAT2A	H3-3A	down-regulates activity	SIGNOR	SIGNOR	34811519	protein	protein	0.2
Q06210	CHEBI:61527	UNIPROT	ChEBI	GFPT1	D-fructofuranose 6-phosphate(2-)	down-regulates quantity	SIGNOR	SIGNOR	21310273	protein	smallmolecule	0.8
Q6GPH6	Q14643	UNIPROT	UNIPROT	ITPRIPL1	ITPR1	up-regulates	SIGNOR	SIGNOR	21368195	protein	protein	0.2
P54646	SIGNOR-C14	UNIPROT	SIGNOR	PRKAA2	IKK-complex	up-regulates	SIGNOR	SIGNOR	21673972	protein	complex	0.256
SIGNOR-C175	O14746	SIGNOR	UNIPROT	Av/b1 integrin	TERT	up-regulates quantity by expression	SIGNOR	SIGNOR	18757303	complex	protein	0.318
O00321	Q01543	UNIPROT	UNIPROT	ETV2	FLI1	up-regulates quantity by expression	SIGNOR	SIGNOR	24727028	protein	protein	0.2
SIGNOR-C501	CHEBI:29108	SIGNOR	ChEBI	MCU_MICU3_variant	calcium(2+)	up-regulates quantity	SIGNOR	SIGNOR	32315830	complex	smallmolecule	0.8
P28482	Q969V6	UNIPROT	UNIPROT	MAPK1	MRTFA	down-regulates	SIGNOR	SIGNOR	22139079	protein	protein	0.2
P20711	CHEBI:18243	UNIPROT	ChEBI	DDC	dopamine	up-regulates quantity	SIGNOR	SIGNOR	23940784	protein	smallmolecule	0.8
P00748	P03951	UNIPROT	UNIPROT	F12	F11	up-regulates activity	SIGNOR	SIGNOR	8427954	protein	protein	0.493
P07947	P25490	UNIPROT	UNIPROT	YES1	YY1	down-regulates activity	SIGNOR	SIGNOR	26198631	protein	protein	0.2
P24941	P04150	UNIPROT	UNIPROT	CDK2	NR3C1	up-regulates activity	SIGNOR	SIGNOR	9199329	protein	protein	0.291
P17612	P33076	UNIPROT	UNIPROT	PRKACA	CIITA	down-regulates activity	SIGNOR	SIGNOR	11416140	protein	protein	0.31
Q92934	SIGNOR-PH2	UNIPROT	SIGNOR	BAD	Apoptosis	up-regulates	SIGNOR	SIGNOR	23725574	protein	phenotype	0.7
P17612	P11168	UNIPROT	UNIPROT	PRKACA	SLC2A2	down-regulates activity	SIGNOR	SIGNOR	8626492	protein	protein	0.31
CHEBI:17489	SIGNOR-PF83	ChEBI	SIGNOR	3',5'-cyclic AMP	DIO	up-regulates quantity by expression	SIGNOR	SIGNOR	29892818	smallmolecule	proteinfamily	0.8
P17252	P28329	UNIPROT	UNIPROT	PRKCA	CHAT	up-regulates	SIGNOR	SIGNOR	15381704	protein	protein	0.384
P00533	Q92529-2	UNIPROT	UNIPROT	EGFR	SHC3	up-regulates activity	SIGNOR	SIGNOR	11791173	protein	protein	0.617
P62136	P30307	UNIPROT	UNIPROT	PPP1CA	CDC25C	up-regulates	SIGNOR	SIGNOR	14592972	protein	protein	0.5
CID:46943415	P19784	PUBCHEM	UNIPROT	[4,5,6,7-Tetrabromo-2-(Dimethylamino)-1h-Benzimidazol-1-Yl]acetic Acid	CSNK2A2	down-regulates activity	SIGNOR	SIGNOR	22115617	chemical	protein	0.8
Q99250	CHEBI:29101	UNIPROT	ChEBI	SCN2A	sodium(1+)	up-regulates quantity	SIGNOR	SIGNOR	27262167	protein	chemical	0.8
SIGNOR-C93	SIGNOR-PF74	SIGNOR	SIGNOR	MYOD1/SWI/SNF complex	Enolase	up-regulates quantity by expression	SIGNOR	SIGNOR	15870273	complex	proteinfamily	0.2
SIGNOR-C526	Q9NQW1	SIGNOR	UNIPROT	Cullin 3-RBX1-Skp1	SEC31B	up-regulates activity	SIGNOR	SIGNOR	22358839	complex	protein	0.298
CHEBI:33216	P03372	ChEBI	UNIPROT	bisphenol A	ESR1	up-regulates activity	SIGNOR	SIGNOR	9751507	chemical	protein	0.8
Q9NRC8	Q71DI3	UNIPROT	UNIPROT	SIRT7	H3C15	up-regulates activity	SIGNOR	SIGNOR	30653310	protein	protein	0.2
P16591	Q05655	UNIPROT	UNIPROT	FER	PRKCD	up-regulates activity	SIGNOR	SIGNOR	33411917	protein	protein	0.2
P12272	Q03431	UNIPROT	UNIPROT	PTHLH	PTH1R	up-regulates activity	SIGNOR	SIGNOR	8683730	protein	protein	0.76
Q96KB5	O75385	UNIPROT	UNIPROT	PBK	ULK1	down-regulates activity	SIGNOR	SIGNOR	31378785	protein	protein	0.2
SIGNOR-C18	Q9NS23	SIGNOR	UNIPROT	CyclinD/CDK4	RASSF1	down-regulates	SIGNOR	SIGNOR	18071316	complex	protein	0.49
Q3KP22	SIGNOR-C305	UNIPROT	SIGNOR	MAJIN	TTM complex	form complex	SIGNOR	SIGNOR	30718482	protein	complex	0.2
P09630	P04271	UNIPROT	UNIPROT	HOXC6	S100B	up-regulates quantity by expression	SIGNOR	SIGNOR	17488478	protein	protein	0.2
P01375	P35499	UNIPROT	UNIPROT	TNF	SCN4A	up-regulates quantity by expression	SIGNOR	SIGNOR	26112872	protein	protein	0.257
P19484	P08236	UNIPROT	UNIPROT	TFEB	GUSB	up-regulates quantity by expression	SIGNOR	SIGNOR	28552616	protein	protein	0.249
P07339	P05067	UNIPROT	UNIPROT	CTSD	APP	up-regulates activity	SIGNOR	SIGNOR	8943232	protein	protein	0.489
SIGNOR-PF27	Q969P5	SIGNOR	UNIPROT	FOXO	FBXO32	up-regulates quantity by expression	SIGNOR	SIGNOR	18612045	proteinfamily	protein	0.2
Q96D59	P05026	UNIPROT	UNIPROT	RNF183	ATP1B1	down-regulates quantity by destabilization	SIGNOR	SIGNOR	31732153	protein	protein	0.2
Q9C0A6	P68431	UNIPROT	UNIPROT	SETD5	H3C1	up-regulates activity	SIGNOR	SIGNOR	31515109	protein	protein	0.2
P17612	Q9NRD9	UNIPROT	UNIPROT	PRKACA	DUOX1	up-regulates	SIGNOR	SIGNOR	19144650	protein	protein	0.2
O95886	Q9BYB0	UNIPROT	UNIPROT	DLGAP3	SHANK3	up-regulates activity	SIGNOR	SIGNOR	28179641	protein	protein	0.2
CHEBI:16618	Q9ULL1	ChEBI	UNIPROT	PIP3	PLEKHG1	up-regulates	SIGNOR	SIGNOR	21041639	smallmolecule	protein	0.8
P49841	P10636	UNIPROT	UNIPROT	GSK3B	MAPT	down-regulates activity	SIGNOR	SIGNOR	12387894	protein	protein	0.737
O43303	O15182	UNIPROT	UNIPROT	CCP110	CETN3	up-regulates activity	SIGNOR	SIGNOR	16760425	protein	protein	0.418
Q14938	Q02535	UNIPROT	UNIPROT	NFIX	ID3	down-regulates quantity	SIGNOR	SIGNOR	31838646	protein	protein	0.2
P24522	Q9UQ88	UNIPROT	UNIPROT	GADD45A	CDK11A	down-regulates activity	SIGNOR	SIGNOR	26885618	protein	protein	0.2
Q01814	CHEBI:29108	UNIPROT	ChEBI	ATP2B2	calcium(2+)	down-regulates quantity	SIGNOR	SIGNOR	30535804	protein	smallmolecule	0.8
P49841	O00429	UNIPROT	UNIPROT	GSK3B	DNM1L	up-regulates activity	SIGNOR	SIGNOR	25192600	protein	protein	0.389
SIGNOR-C309	P0C0L4	SIGNOR	UNIPROT	Complement C1 complex	C4A	up-regulates activity	SIGNOR	SIGNOR	9087411	complex	protein	0.642
Q13639	P19086	UNIPROT	UNIPROT	HTR4	GNAZ	up-regulates activity	SIGNOR	SIGNOR	31160049	protein	protein	0.25
P28482	P11362	UNIPROT	UNIPROT	MAPK1	FGFR1	down-regulates	SIGNOR	SIGNOR	23405013	protein	protein	0.309
Q13253	O00238	UNIPROT	UNIPROT	NOG	BMPR1B	down-regulates activity	SIGNOR	SIGNOR	22298955	protein	protein	0.597
P01178-PRO_0000020495	SIGNOR-C326	UNIPROT	SIGNOR	Oxytocin	GABA-A (a4-b2-d) receptor	up-regulates	SIGNOR	SIGNOR	33536967	protein	complex	0.2
P67775	Q9H0H5	UNIPROT	UNIPROT	PPP2CA	RACGAP1	down-regulates	SIGNOR	SIGNOR	18201571	protein	protein	0.304
CHEBI:29172	CHEBI:29265	ChEBI	ChEBI	tRNA(Asn)	Asn-tRNA(Asn)	up-regulates quantity	SIGNOR	SIGNOR	32788587	smallmolecule	smallmolecule	0.8
P78527	P31749	UNIPROT	UNIPROT	PRKDC	AKT1	up-regulates activity	SIGNOR	SIGNOR	18439899	protein	protein	0.753
P78368	O14654	UNIPROT	UNIPROT	CSNK1G2	IRS4	down-regulates quantity by destabilization	SIGNOR	SIGNOR	30026872	protein	protein	0.2
Q00535	Q8NEB9	UNIPROT	UNIPROT	CDK5	PIK3C3	down-regulates	SIGNOR	SIGNOR	20513426	protein	protein	0.356
P03372	O43623	UNIPROT	UNIPROT	ESR1	SNAI2	down-regulates quantity by repression	SIGNOR	SIGNOR	18588516	protein	protein	0.421
Q12967	Q92963	UNIPROT	UNIPROT	RALGDS	RIT1	up-regulates activity	SIGNOR	SIGNOR	10545207	protein	protein	0.535
P19784	Q92769	UNIPROT	UNIPROT	CSNK2A2	HDAC2	up-regulates activity	SIGNOR	SIGNOR	12082111	protein	protein	0.39
SIGNOR-PF4	P10828	SIGNOR	UNIPROT	Gbeta	THRB	down-regulates activity	SIGNOR	SIGNOR	12809513	proteinfamily	protein	0.2
CHEBI:16865	SIGNOR-C331	ChEBI	SIGNOR	gamma-aminobutyric acid	GABA-A (a2-b1-g2) receptor	up-regulates activity	SIGNOR	SIGNOR	18790874	smallmolecule	complex	0.8
P23511	O15527	UNIPROT	UNIPROT	NFYA	OGG1	up-regulates quantity by expression	SIGNOR	SIGNOR	14688259	protein	protein	0.265
O95149	SIGNOR-C478	UNIPROT	SIGNOR	SNUPN	U4/U6.U5 snRNP complex	up-regulates quantity	SIGNOR	SIGNOR	9670026	protein	complex	0.406
P07737	P55283	UNIPROT	UNIPROT	PFN1	CDH4	up-regulates activity	SIGNOR	SIGNOR	22820501	protein	protein	0.335
O43663	Q02241	UNIPROT	UNIPROT	PRC1	KIF23	up-regulates activity	SIGNOR	SIGNOR	15297875	protein	protein	0.572
SIGNOR-PF1	P04049	SIGNOR	UNIPROT	ERK1/2	RAF1	down-regulates activity	SIGNOR	SIGNOR	15664191	proteinfamily	protein	0.2
Q92630	P04637	UNIPROT	UNIPROT	DYRK2	TP53	up-regulates activity	SIGNOR	SIGNOR	19965871	protein	protein	0.669
P49841	P06401	UNIPROT	UNIPROT	GSK3B	PGR	down-regulates quantity by destabilization	SIGNOR	SIGNOR	23880761	protein	protein	0.277
Q14186	P04818	UNIPROT	UNIPROT	TFDP1	TYMS	up-regulates quantity by expression	SIGNOR	SIGNOR	14618416	protein	protein	0.434
P28562	Q16539	UNIPROT	UNIPROT	DUSP1	MAPK14	down-regulates activity	SIGNOR	SIGNOR	20626350	protein	protein	0.804
Q5S007	P61020	UNIPROT	UNIPROT	LRRK2	RAB5B	up-regulates activity	SIGNOR	SIGNOR	25605758	protein	protein	0.599
Q9H492	SIGNOR-PH36	UNIPROT	SIGNOR	MAP1LC3A	Autophagosome_formation	up-regulates	SIGNOR	SIGNOR	20921139	protein	phenotype	0.7
Q9Y4P1	Q9BXW4	UNIPROT	UNIPROT	ATG4B	MAP1LC3C	up-regulates activity	SIGNOR	SIGNOR	15187094	protein	protein	0.756
P01189	P41968	UNIPROT	UNIPROT	POMC	MC3R	up-regulates activity	SIGNOR	SIGNOR	17702843	protein	protein	0.757
O14595	Q15797	UNIPROT	UNIPROT	CTDSP2	SMAD1	down-regulates activity	SIGNOR	SIGNOR	17085434	protein	protein	0.499
CHEBI:94983	P49768	ChEBI	UNIPROT	4-[2-[(1R)-1-(N-(4-chlorophenyl)sulfonyl-2,5-difluoroanilino)ethyl]-5-fluorophenyl]butanoic acid	PSEN1	down-regulates	SIGNOR	SIGNOR	18032377	chemical	protein	0.8
Q13315	Q9H3D4	UNIPROT	UNIPROT	ATM	TP63	down-regulates	SIGNOR	SIGNOR	18769144	protein	protein	0.403
Q6ZMZ3	SIGNOR-C303	UNIPROT	SIGNOR	SYNE3	LINC complex	form complex	SIGNOR	SIGNOR	24481844	protein	complex	0.533
Q01850	Q02224	UNIPROT	UNIPROT	CDR2	CENPE	up-regulates quantity by expression	SIGNOR	SIGNOR	20383333	protein	protein	0.2
Q96GD4	Q9NQS7	UNIPROT	UNIPROT	AURKB	INCENP	up-regulates	SIGNOR	SIGNOR	12925766	protein	protein	0.974
P05771	P41594	UNIPROT	UNIPROT	PRKCB	GRM5	up-regulates activity	SIGNOR	SIGNOR	15894802	protein	protein	0.355
P19484	Q14457	UNIPROT	UNIPROT	TFEB	BECN1	up-regulates quantity by expression	SIGNOR	SIGNOR	28552616	protein	protein	0.409
P00519	P00519	UNIPROT	UNIPROT	ABL1	ABL1	up-regulates activity	SIGNOR	SIGNOR	10964922	protein	protein	0.2
O75936	CHEBI:30031	UNIPROT	ChEBI	BBOX1	succinate(2-)	up-regulates quantity	SIGNOR	SIGNOR	11802770	protein	smallmolecule	0.8
CHEBI:90682	P42345	ChEBI	UNIPROT	torin 2	MTOR	down-regulates	SIGNOR	SIGNOR	23436801	chemical	protein	0.8
SIGNOR-C14	Q8N3F0	SIGNOR	UNIPROT	IKK-complex	MTURN	down-regulates activity	SIGNOR	SIGNOR	28704656	complex	protein	0.2
P11171	SIGNOR-C386	UNIPROT	SIGNOR	EPB41	4.1 complex	form complex	SIGNOR	SIGNOR	33187473	protein	complex	0.406
P68400	Q14676	UNIPROT	UNIPROT	CSNK2A1	MDC1	up-regulates	SIGNOR	SIGNOR	18678890	protein	protein	0.347
Q13535	Q03164	UNIPROT	UNIPROT	ATR	KMT2A	up-regulates	SIGNOR	SIGNOR	4709074	protein	protein	0.281
CHEBI:90695	SIGNOR-PF15	ChEBI	SIGNOR	anthra[1,9-cd]pyrazol-6(2H)-one	JNK	down-regulates	SIGNOR	SIGNOR	11717429	chemical	proteinfamily	0.8
O75365	P60484	UNIPROT	UNIPROT	PTP4A3	PTEN	down-regulates quantity by destabilization	SIGNOR	SIGNOR	29266303	protein	protein	0.295
O00253	P41968	UNIPROT	UNIPROT	AGRP	MC3R	down-regulates	SIGNOR	SIGNOR	9311920	protein	protein	0.592
Q13976	P52943	UNIPROT	UNIPROT	PRKG1	CRIP2	unknown	SIGNOR	SIGNOR	10681529	protein	protein	0.451
Q13363	P11473	UNIPROT	UNIPROT	CTBP1	VDR	down-regulates quantity by repression	SIGNOR	SIGNOR	18485278	protein	protein	0.353
Q13131	Q96EB6	UNIPROT	UNIPROT	PRKAA1	SIRT1	up-regulates	SIGNOR	SIGNOR	19262508	protein	protein	0.395
Q6ZMJ4	P07333	UNIPROT	UNIPROT	IL34	CSF1R	up-regulates activity	SIGNOR	SIGNOR	24890514	protein	protein	0.912
SIGNOR-C234	P14618	SIGNOR	UNIPROT	CyclinD3/CDK6	PKM	down-regulates activity	SIGNOR	SIGNOR	28607489	complex	protein	0.259
CHEBI:26986	CHEBI:29163	ChEBI	ChEBI	threonine	Thr-tRNA(Thr)	up-regulates quantity	SIGNOR	SIGNOR	25824639	smallmolecule	smallmolecule	0.8
O75394	SIGNOR-C285	UNIPROT	SIGNOR	MRPL33	39S mitochondrial large ribosomal subunit	form complex	SIGNOR	SIGNOR	25838379	protein	complex	0.698
O00712	Q14393	UNIPROT	UNIPROT	NFIB	GAS6	down-regulates quantity	SIGNOR	SIGNOR	31838646	protein	protein	0.2
CHEBI:94640	SIGNOR-PF55	ChEBI	SIGNOR	(1R,4S,5S,6S)-4-amino-2,2-dioxo-2$l^{6}-thiabicyclo[3.1.0]hexane-4,6-dicarboxylic acid	MGluR	up-regulates	SIGNOR	SIGNOR	Other	chemical	proteinfamily	0.8
P56537	SIGNOR-C287	UNIPROT	SIGNOR	EIF6	60S cytosolic large ribosomal subunit	down-regulates activity	SIGNOR	SIGNOR	14654845	protein	complex	0.494
P30520	CHEBI:57567	UNIPROT	ChEBI	ADSS2	N(6)-(1,2-dicarboxylatoethyl)-AMP(4-)	up-regulates quantity	SIGNOR	SIGNOR	10496970	protein	smallmolecule	0.8
Q9UBE0	SIGNOR-C294	UNIPROT	SIGNOR	SAE1	SAE1/SAE2 complex	form complex	SIGNOR	SIGNOR	15660128	protein	complex	0.825
P45983	P05067	UNIPROT	UNIPROT	MAPK8	APP	up-regulates	SIGNOR	SIGNOR	24610780	protein	protein	0.709
P06493	Q9BTA9	UNIPROT	UNIPROT	CDK1	WAC	up-regulates activity	SIGNOR	SIGNOR	30021153	protein	protein	0.2
P06493	Q9BYG3	UNIPROT	UNIPROT	CDK1	NIFK	up-regulates activity	SIGNOR	SIGNOR	16244663	protein	protein	0.279
Q13627	P13807	UNIPROT	UNIPROT	DYRK1A	GYS1	down-regulates activity	SIGNOR	SIGNOR	14593110	protein	protein	0.267
SIGNOR-C497	Q86XN8	SIGNOR	UNIPROT	Ub:E2	MEX3D	up-regulates activity	SIGNOR	SIGNOR	34199813	complex	protein	0.2
SIGNOR-C376	SIGNOR-PH57	SIGNOR	SIGNOR	DNA polymerase delta	DNA_repair	up-regulates	SIGNOR	SIGNOR	24035200	complex	phenotype	0.7
CHEBI:75988	P11388	ChEBI	UNIPROT	teniposide	TOP2A	down-regulates activity	SIGNOR	SIGNOR	1329225	chemical	protein	0.8
P36956	P14618	UNIPROT	UNIPROT	SREBF1	PKM	up-regulates quantity by expression	SIGNOR	SIGNOR	20577053	protein	protein	0.29
P35368	O95837	UNIPROT	UNIPROT	ADRA1B	GNA14	up-regulates activity	SIGNOR	SIGNOR	31160049	protein	protein	0.434
O75558	SIGNOR-C272	UNIPROT	SIGNOR	STX11	STX11-SNAP23 SNARE complex	form complex	SIGNOR	SIGNOR	22767500	protein	complex	0.731
Q9P2J3	P17676	UNIPROT	UNIPROT	KLHL9	CEBPB	down-regulates quantity by destabilization	SIGNOR	SIGNOR	25303533	protein	protein	0.2
Q86U44	Q92995	UNIPROT	UNIPROT	METTL3	USP13	up-regulates quantity by stabilization	SIGNOR	SIGNOR	36528756	protein	protein	0.2
P25490	P38606	UNIPROT	UNIPROT	YY1	ATP6V1A	up-regulates quantity by expression	SIGNOR	SIGNOR	28592880	protein	protein	0.325
Q9H1K0	SIGNOR-C246	UNIPROT	SIGNOR	RBSN	Early Endosome	form complex	SIGNOR	SIGNOR	19924646	protein	complex	0.2
P06239	P04234	UNIPROT	UNIPROT	LCK	CD3D	up-regulates activity	SIGNOR	SIGNOR	2470098	protein	protein	0.569
P49760	Q9UBK2	UNIPROT	UNIPROT	CLK2	PPARGC1A	down-regulates activity	SIGNOR	SIGNOR	20074525	protein	protein	0.2
O75569	SIGNOR-C41	UNIPROT	SIGNOR	PRKRA	DICER1/hAgo2/PRKRA	form complex	SIGNOR	SIGNOR	23661684	protein	complex	0.768
P53350	P33981	UNIPROT	UNIPROT	PLK1	TTK	up-regulates activity	SIGNOR	SIGNOR	26119734	protein	protein	0.381
P30304	P24941	UNIPROT	UNIPROT	CDC25A	CDK2	up-regulates activity	SIGNOR	SIGNOR	10454565	protein	protein	0.829
P35222	O43474	UNIPROT	UNIPROT	CTNNB1	KLF4	up-regulates activity	SIGNOR	SIGNOR	24482235	protein	protein	0.685
P51170	CHEBI:29101	UNIPROT	ChEBI	SCNN1G	sodium(1+)	up-regulates quantity	SIGNOR	SIGNOR	26772908	protein	chemical	0.8
SIGNOR-PF24	Q13188	SIGNOR	UNIPROT	AKT	STK3	down-regulates	SIGNOR	SIGNOR	20231902	proteinfamily	protein	0.2
P45983	Q9UQF2	UNIPROT	UNIPROT	MAPK8	MAPK8IP1	unknown	SIGNOR	SIGNOR	12756254	protein	protein	0.879
Q13535	Q9NZC9	UNIPROT	UNIPROT	ATR	SMARCAL1	down-regulates activity	SIGNOR	SIGNOR	23873943	protein	protein	0.537
CHEBI:28371	CHEBI:8784	ChEBI	ChEBI	vitamin K epoxide	Reduced Vitamin K	up-regulates quantity	SIGNOR	SIGNOR	31226734	smallmolecule	smallmolecule	0.8
Q13387	P45983	UNIPROT	UNIPROT	MAPK8IP2	MAPK8	up-regulates	SIGNOR	SIGNOR	10490659	protein	protein	0.637
P54646	Q9H2X6	UNIPROT	UNIPROT	PRKAA2	HIPK2	down-regulates activity	SIGNOR	SIGNOR	23871434	protein	protein	0.2
Q05209	P06213	UNIPROT	UNIPROT	PTPN12	INSR	down-regulates	SIGNOR	SIGNOR	8454633	protein	protein	0.379
P31948	P08238	UNIPROT	UNIPROT	STIP1	HSP90AB1	down-regulates activity	SIGNOR	SIGNOR	27353360	protein	protein	0.855
O43298	A6H8Y1	UNIPROT	UNIPROT	ZBTB43	BDP1	unknown	SIGNOR	SIGNOR	16542149	protein	protein	0.454
Q96DH6	P49757	UNIPROT	UNIPROT	MSI2	NUMB	down-regulates quantity by repression	SIGNOR	SIGNOR	21084860	protein	protein	0.418
P52333	P52333	UNIPROT	UNIPROT	JAK3	JAK3	down-regulates	SIGNOR	SIGNOR	9391116	protein	protein	0.2
P63279	O95243	UNIPROT	UNIPROT	UBE2I	MBD4	up-regulates activity	SIGNOR	SIGNOR	31476572	protein	protein	0.2
P53350	O95425	UNIPROT	UNIPROT	PLK1	SVIL	up-regulates activity	SIGNOR	SIGNOR	23750008	protein	protein	0.2
SIGNOR-PF26	P49815	SIGNOR	UNIPROT	RPS6K	TSC2	down-regulates	SIGNOR	SIGNOR	15342917	proteinfamily	protein	0.2
P28482	P04049	UNIPROT	UNIPROT	MAPK1	RAF1	down-regulates activity	SIGNOR	SIGNOR	15664191	protein	protein	0.631
O60307	P60484	UNIPROT	UNIPROT	MAST3	PTEN	up-regulates	SIGNOR	SIGNOR	15951562	protein	protein	0.569
Q96A56	Q9GZQ8	UNIPROT	UNIPROT	TP53INP1	MAP1LC3B	up-regulates	SIGNOR	SIGNOR	22421968	protein	protein	0.297
